dateTime	initialValue	lowerLim	upperLim	check	meanSubst	medianSubst
2018-07-01 00:00:00	55.0	13.1	120.5		66.8	59.4
2018-07-01 01:00:00	50.0	7.3	127.9		67.6	65.9
2018-07-01 02:00:00	40.0	2.1	135.8		69.0	74.5
2018-07-01 03:00:00	40.0	-1.5	137.2		67.8	75.0
2018-07-01 04:00:00	40.0	-2.1	135.4		66.7	62.5
2018-07-01 05:00:00	40.0	-4.4	136.0		65.8	51.5
2018-07-01 06:00:00	40.0	-2.6	136.6		67.0	57.5
2018-07-01 07:00:00	40.0	-4.5	145.3		70.4	68.5
2018-07-01 08:00:00	40.0	-6.8	162.8		78.0	76.5
2018-07-01 09:00:00	40.0	-9.8	183.7		87.0	86.9
2018-07-01 10:00:00	41.0	-8.6	196.6		94.0	93.8
2018-07-01 11:00:00	41.0	-8.3	201.1		96.4	96.5
2018-07-01 12:00:00	42.0	-4.7	202.5		98.9	99.5
2018-07-01 13:00:00	41.0	0.9	203.7		102.3	101.2
2018-07-01 14:00:00	45.0	-3.0	218.8		107.9	105.0
2018-07-01 15:00:00	44.0	-4.9	225.8		110.4	105.5
2018-07-01 16:00:00	45.0	-6.5	225.8		109.6	103.5
2018-07-01 17:00:00	47.0	3.0	201.3		102.1	98.0
2018-07-01 18:00:00	46.0	17.3	174.6		96.0	94.0
2018-07-01 19:00:00	48.0	30.0	149.3		89.6	89.5
2018-07-01 20:00:00	47.0	26.4	145.1		85.8	87.2
2018-07-01 21:00:00	47.0	22.4	133.0		77.7	81.8
2018-07-01 22:00:00	48.0	21.8	120.9		71.3	76.0
2018-07-01 23:00:00	47.0	25.0	108.7		66.8	61.0
2018-07-02 00:00:00	73.0	14.7	117.2		65.9	59.4
2018-07-02 01:00:00	116.0	12.3	115.4	abnormal	63.8	56.6
2018-07-02 02:00:00	116.0	2.9	124.7		63.8	53.0
2018-07-02 03:00:00	114.0	0.0	125.7		62.8	53.0
2018-07-02 04:00:00	116.0	1.3	124.3		62.8	53.5
2018-07-02 05:00:00	116.0	0.9	125.9		63.4	55.5
2018-07-02 06:00:00	116.0	2.6	127.6		65.1	57.0
2018-07-02 07:00:00	114.0	-0.2	143.7		71.8	74.5
2018-07-02 08:00:00	116.0	-8.6	175.8		83.6	83.4
2018-07-02 09:00:00	107.0	-9.6	203.4		96.9	108.0
2018-07-02 10:00:00	115.0	-11.6	222.0		105.2	115.7
2018-07-02 11:00:00	116.0	-11.8	225.6		106.9	113.0
2018-07-02 12:00:00	116.0	-9.3	231.2		110.9	118.5
2018-07-02 13:00:00	140.0	-3.8	233.7		115.0	122.0
2018-07-02 14:00:00	147.0	-1.4	245.9		122.3	132.5
2018-07-02 15:00:00	153.0	0.6	248.1		124.4	136.5
2018-07-02 16:00:00	146.0	0.3	243.8		122.1	128.1
2018-07-02 17:00:00	131.0	4.8	219.0		111.9	110.8
2018-07-02 18:00:00	89.0	19.4	190.0		104.7	107.6
2018-07-02 19:00:00	93.0	32.8	160.9		96.8	101.0
2018-07-02 20:00:00	90.0	27.7	158.0		92.9	95.5
2018-07-02 21:00:00	84.0	18.2	145.7		81.9	87.0
2018-07-02 22:00:00	62.0	17.3	128.1		72.7	72.0
2018-07-02 23:00:00	60.0	24.0	108.9		66.5	62.5
2018-07-03 00:00:00	56.0	15.8	118.3		67.0	60.5
2018-07-03 01:00:00	50.0	11.0	126.2		68.6	59.9
2018-07-03 02:00:00	48.0	4.3	132.8		68.5	57.6
2018-07-03 03:00:00	46.0	2.0	132.3		67.2	56.0
2018-07-03 04:00:00	46.0	2.9	131.4		67.1	57.0
2018-07-03 05:00:00	46.0	4.3	132.7		68.5	57.0
2018-07-03 06:00:00	46.0	10.2	133.5		71.8	63.0
2018-07-03 07:00:00	56.0	15.3	148.0		81.6	83.5
2018-07-03 08:00:00	89.0	20.8	177.5		99.2	106.0
2018-07-03 09:00:00	121.0	49.3	190.1		119.7	115.7
2018-07-03 10:00:00	125.0	73.2	196.1		134.7	130.0
2018-07-03 11:00:00	127.0	73.0	200.8		136.9	131.9
2018-07-03 12:00:00	111.0	78.9	203.2		141.0	137.0
2018-07-03 13:00:00	138.0	80.6	207.5		144.1	147.0
2018-07-03 14:00:00	151.0	93.8	211.5		152.7	150.5
2018-07-03 15:00:00	148.0	96.5	212.3		154.4	152.0
2018-07-03 16:00:00	141.0	87.3	211.2		149.2	147.0
2018-07-03 17:00:00	128.0	55.5	208.7		132.1	129.6
2018-07-03 18:00:00	109.0	57.0	178.1		117.6	116.0
2018-07-03 19:00:00	108.0	66.8	144.5		105.6	102.0
2018-07-03 20:00:00	106.0	49.4	149.1		99.3	98.0
2018-07-03 21:00:00	94.0	28.0	144.7		86.4	87.0
2018-07-03 22:00:00	63.0	25.1	124.6		74.9	72.0
2018-07-03 23:00:00	63.0	25.3	107.6		66.5	61.5
2018-07-04 00:00:00	61.0	21.0	106.9		63.9	58.0
2018-07-04 01:00:00	57.0	20.5	104.9		62.7	55.7
2018-07-04 02:00:00	58.0	19.9	101.9		60.9	53.0
2018-07-04 03:00:00	53.0	19.2	99.8		59.5	53.0
2018-07-04 04:00:00	49.0	19.7	98.7		59.2	53.5
2018-07-04 05:00:00	57.0	19.8	100.9		60.4	56.0
2018-07-04 06:00:00	57.0	21.3	106.5		63.9	57.0
2018-07-04 07:00:00	63.0	17.6	131.9		74.8	79.1
2018-07-04 08:00:00	101.0	13.2	177.8		95.5	92.0
2018-07-04 09:00:00	125.0	47.6	190.3		118.9	120.0
2018-07-04 10:00:00	144.0	81.6	189.0		135.3	130.7
2018-07-04 11:00:00	155.0	74.4	194.5		134.5	131.9
2018-07-04 12:00:00	132.0	74.3	203.7		139.0	136.5
2018-07-04 13:00:00	159.0	74.5	208.5		141.5	136.5
2018-07-04 14:00:00	167.0	90.3	208.3		149.3	147.5
2018-07-04 15:00:00	166.0	91.8	206.0		148.9	147.5
2018-07-04 16:00:00	156.0	85.6	199.1		142.4	141.6
2018-07-04 17:00:00	137.0	60.7	195.9		128.3	126.0
2018-07-04 18:00:00	98.0	66.4	166.9		116.7	113.2
2018-07-04 19:00:00	102.0	70.1	143.0		106.6	104.0
2018-07-04 20:00:00	100.0	52.2	149.3		100.7	99.9
2018-07-04 21:00:00	86.0	30.2	145.7		87.9	88.5
2018-07-04 22:00:00	58.0	27.5	124.5		76.0	76.6
2018-07-04 23:00:00	59.0	26.4	107.2		66.8	63.0
2018-07-05 00:00:00	50.0	22.9	105.0		64.0	59.2
2018-07-05 01:00:00	51.0	20.4	103.6		62.0	57.0
2018-07-05 02:00:00	53.0	19.9	101.0		60.5	54.0
2018-07-05 03:00:00	50.0	17.3	100.1		58.7	52.5
2018-07-05 04:00:00	49.0	16.9	100.1		58.5	51.5
2018-07-05 05:00:00	51.0	16.0	103.9		60.0	53.5
2018-07-05 06:00:00	51.0	19.7	109.5		64.6	57.5
2018-07-05 07:00:00	61.0	14.9	137.7		76.3	81.5
2018-07-05 08:00:00	93.0	13.1	181.4		97.2	96.5
2018-07-05 09:00:00	130.0	44.0	199.1		121.5	124.5
2018-07-05 10:00:00	140.0	83.2	195.9		139.6	136.5
2018-07-05 11:00:00	139.0	81.6	200.5		141.0	136.5
2018-07-05 12:00:00	108.0	84.3	206.2		145.3	138.0
2018-07-05 13:00:00	137.0	76.9	216.2		146.6	139.0
2018-07-05 14:00:00	134.0	96.3	210.6		153.4	147.0
2018-07-05 15:00:00	123.0	100.0	203.3		151.7	147.0
2018-07-05 16:00:00	141.0	90.2	198.3		144.3	144.1
2018-07-05 17:00:00	126.0	56.7	201.0		128.8	127.0
2018-07-05 18:00:00	98.0	54.8	178.4		116.6	115.7
2018-07-05 19:00:00	99.0	61.1	148.3		104.7	101.5
2018-07-05 20:00:00	93.0	44.3	153.0		98.7	99.5
2018-07-05 21:00:00	82.0	27.4	144.7		86.1	86.5
2018-07-05 22:00:00	63.0	25.2	123.1		74.1	73.1
2018-07-05 23:00:00	60.0	23.0	108.3		65.6	61.2
2018-07-06 00:00:00	45.0	20.6	104.8		62.7	57.5
2018-07-06 01:00:00	48.0	17.5	103.8		60.7	54.0
2018-07-06 02:00:00	47.0	17.2	102.5		59.8	52.0
2018-07-06 03:00:00	52.0	14.9	102.9		58.9	50.0
2018-07-06 04:00:00	42.0	15.8	102.3		59.0	50.5
2018-07-06 05:00:00	48.0	13.0	105.7		59.3	51.0
2018-07-06 06:00:00	49.0	14.0	110.1		62.1	53.5
2018-07-06 07:00:00	58.0	8.3	134.6		71.4	72.5
2018-07-06 08:00:00	87.0	1.3	174.9		88.1	85.0
2018-07-06 09:00:00	109.0	14.0	199.0		106.5	103.5
2018-07-06 10:00:00	137.0	25.5	211.3		118.4	127.5
2018-07-06 11:00:00	145.0	27.8	211.0		119.4	122.5
2018-07-06 12:00:00	113.0	27.3	220.6		123.9	130.5
2018-07-06 13:00:00	136.0	26.7	224.4		125.5	130.5
2018-07-06 14:00:00	146.0	33.9	224.2		129.1	134.5
2018-07-06 15:00:00	147.0	41.4	212.6		127.0	131.5
2018-07-06 16:00:00	136.0	45.3	201.6		123.5	126.5
2018-07-06 17:00:00	127.0	33.4	192.2		112.8	113.0
2018-07-06 18:00:00	83.0	34.3	175.9		105.1	101.5
2018-07-06 19:00:00	84.0	42.2	149.0		95.6	95.5
2018-07-06 20:00:00	79.0	36.0	148.0		92.0	93.0
2018-07-06 21:00:00	65.0	29.3	136.9		83.1	81.0
2018-07-06 22:00:00	57.0	22.9	124.0		73.5	70.5
2018-07-06 23:00:00	53.0	20.9	110.7		65.8	62.5
2018-07-07 00:00:00	47.0	17.9	107.6		62.8	59.0
2018-07-07 01:00:00	49.0	15.6	106.8		61.2	54.5
2018-07-07 02:00:00	50.0	15.4	105.6		60.5	51.0
2018-07-07 03:00:00	48.0	14.6	104.7		59.7	51.0
2018-07-07 04:00:00	47.0	15.7	103.5		59.6	52.0
2018-07-07 05:00:00	46.0	14.0	105.3		59.7	52.0
2018-07-07 06:00:00	45.0	14.6	108.4		61.5	52.5
2018-07-07 07:00:00	48.0	7.5	129.6		68.5	63.5
2018-07-07 08:00:00	55.0	-1.7	164.9		81.6	81.0
2018-07-07 09:00:00	58.0	1.2	188.4		94.8	89.5
2018-07-07 10:00:00	65.0	-3.9	207.0		101.5	98.5
2018-07-07 11:00:00	69.0	-6.5	211.0		102.3	93.0
2018-07-07 12:00:00	69.0	-6.5	217.8		105.7	98.0
2018-07-07 13:00:00	72.0	4.4	220.0		112.2	114.0
2018-07-07 14:00:00	77.0	16.8	221.4		119.1	118.5
2018-07-07 15:00:00	87.0	27.6	213.2		120.4	119.5
2018-07-07 16:00:00	85.0	31.1	205.6		118.4	112.5
2018-07-07 17:00:00	83.0	26.8	189.9		108.4	104.5
2018-07-07 18:00:00	63.0	32.6	170.0		101.3	100.0
2018-07-07 19:00:00	74.0	43.5	141.7		92.6	93.0
2018-07-07 20:00:00	79.0	38.7	139.0		88.9	90.5
2018-07-07 21:00:00	73.0	32.1	129.4		80.7	80.5
2018-07-07 22:00:00	59.0	24.8	120.1		72.5	71.5
2018-07-07 23:00:00	62.0	20.0	111.4		65.7	62.0
2018-07-08 00:00:00	46.0	18.7	109.4		64.1	62.0
2018-07-08 01:00:00	49.0	16.9	109.8		63.3	59.5
2018-07-08 02:00:00	48.0	16.4	108.5		62.4	54.0
2018-07-08 03:00:00	50.0	16.2	106.2		61.2	51.5
2018-07-08 04:00:00	53.0	16.4	104.0		60.2	51.5
2018-07-08 05:00:00	51.0	16.3	104.3		60.3	52.0
2018-07-08 06:00:00	48.0	16.0	106.1		61.0	52.5
2018-07-08 07:00:00	46.0	12.5	123.0		67.7	60.5
2018-07-08 08:00:00	47.0	-1.8	165.2		81.7	81.0
2018-07-08 09:00:00	52.0	-1.0	192.9		96.0	91.0
2018-07-08 10:00:00	53.0	-8.3	216.7		104.2	98.5
2018-07-08 11:00:00	54.0	-12.4	223.0		105.3	93.0
2018-07-08 12:00:00	56.0	-11.3	228.9		108.8	98.0
2018-07-08 13:00:00	72.0	-0.7	230.5		114.9	116.0
2018-07-08 14:00:00	83.0	7.5	236.7		122.1	118.5
2018-07-08 15:00:00	83.0	18.0	231.3		124.7	119.5
2018-07-08 16:00:00	86.0	22.8	219.7		121.2	112.5
2018-07-08 17:00:00	81.0	25.2	196.1		110.7	105.0
2018-07-08 18:00:00	76.0	35.0	168.7		101.8	102.5
2018-07-08 19:00:00	80.0	42.0	147.1		94.5	94.0
2018-07-08 20:00:00	81.0	39.6	143.2		91.4	90.5
2018-07-08 21:00:00	72.0	31.9	134.9		83.4	86.5
2018-07-08 22:00:00	57.0	26.6	123.1		74.9	72.5
2018-07-08 23:00:00	55.0	27.0	108.0		67.5	62.0
2018-07-09 00:00:00	46.0	26.4	104.9		65.7	62.0
2018-07-09 01:00:00	51.0	23.6	105.4		64.5	61.0
2018-07-09 02:00:00	49.0	22.3	104.2		63.2	56.5
2018-07-09 03:00:00	49.0	20.1	102.3		61.2	54.0
2018-07-09 04:00:00	50.0	18.8	101.3		60.0	51.5
2018-07-09 05:00:00	45.0	20.6	100.9		60.8	52.0
2018-07-09 06:00:00	52.0	21.1	104.7		62.9	58.0
2018-07-09 07:00:00	54.0	16.5	127.3		71.9	76.0
2018-07-09 08:00:00	86.0	-1.6	180.2		89.3	86.0
2018-07-09 09:00:00	110.0	3.5	214.0		108.8	107.5
2018-07-09 10:00:00	131.0	3.9	235.6		119.8	125.5
2018-07-09 11:00:00	146.0	-2.4	239.6		118.6	122.0
2018-07-09 12:00:00	117.0	-0.3	243.5		121.6	125.5
2018-07-09 13:00:00	128.0	17.0	239.9		128.4	130.5
2018-07-09 14:00:00	138.0	36.3	240.2		138.3	135.5
2018-07-09 15:00:00	134.0	49.0	232.1		140.5	140.5
2018-07-09 16:00:00	125.0	48.6	222.3		135.5	139.5
2018-07-09 17:00:00	118.0	41.7	202.6		122.1	119.5
2018-07-09 18:00:00	87.0	53.2	171.9		112.6	113.0
2018-07-09 19:00:00	86.0	60.6	146.6		103.6	102.5
2018-07-09 20:00:00	88.0	53.7	144.5		99.1	96.3
2018-07-09 21:00:00	80.0	38.7	138.5		88.6	88.0
2018-07-09 22:00:00	61.0	28.7	126.9		77.8	80.5
2018-07-09 23:00:00	62.0	27.8	108.7		68.2	64.0
2018-07-10 00:00:00	54.0	27.2	103.1		65.1	60.5
2018-07-10 01:00:00	55.0	25.9	102.1		64.0	59.5
2018-07-10 02:00:00	55.0	25.9	99.2		62.5	57.5
2018-07-10 03:00:00	51.0	25.2	96.2		60.7	56.5
2018-07-10 04:00:00	51.0	23.4	96.2		59.8	53.5
2018-07-10 05:00:00	50.0	23.1	99.0		61.0	54.5
2018-07-10 06:00:00	52.0	23.0	106.4		64.7	60.8
2018-07-10 07:00:00	64.0	15.4	137.9		76.6	79.5
2018-07-10 08:00:00	87.0	9.2	189.0		99.1	94.5
2018-07-10 09:00:00	109.0	39.0	213.9		126.4	126.5
2018-07-10 10:00:00	126.0	78.6	211.8		145.2	144.0
2018-07-10 11:00:00	119.0	79.4	214.0		146.7	144.0
2018-07-10 12:00:00	101.0	82.6	216.1		149.4	150.5
2018-07-10 13:00:00	126.0	81.2	221.3		151.3	151.5
2018-07-10 14:00:00	136.0	100.5	218.7		159.6	162.5
2018-07-10 15:00:00	128.0	100.3	216.1		158.2	161.5
2018-07-10 16:00:00	120.0	89.7	211.8		150.8	148.0
2018-07-10 17:00:00	118.0	54.7	211.0		132.8	131.5
2018-07-10 18:00:00	92.0	55.4	182.6		119.0	118.5
2018-07-10 19:00:00	96.0	58.9	155.2		107.1	108.0
2018-07-10 20:00:00	92.0	53.2	152.8		103.0	98.5
2018-07-10 21:00:00	90.0	33.1	148.9		91.0	88.5
2018-07-10 22:00:00	66.0	23.4	133.8		78.6	81.0
2018-07-10 23:00:00	55.0	28.1	108.2		68.1	64.0
2018-07-11 00:00:00	47.0	29.6	100.3		64.9	60.0
2018-07-11 01:00:00	59.0	28.7	98.2		63.4	59.0
2018-07-11 02:00:00	58.0	30.5	94.3		62.4	59.5
2018-07-11 03:00:00	60.0	29.1	92.6		60.9	58.5
2018-07-11 04:00:00	59.0	27.6	93.7		60.6	60.0
2018-07-11 05:00:00	63.0	26.8	97.4		62.1	59.5
2018-07-11 06:00:00	55.0	27.7	106.7		67.2	65.0
2018-07-11 07:00:00	59.0	20.5	138.5		79.5	78.0
2018-07-11 08:00:00	97.0	17.4	181.7		99.5	95.5
2018-07-11 09:00:00	124.0	41.7	206.4		124.0	122.0
2018-07-11 10:00:00	142.0	76.4	204.2		140.3	139.5
2018-07-11 11:00:00	152.0	76.0	203.6		139.8	141.5
2018-07-11 12:00:00	119.0	77.9	207.3		142.6	142.5
2018-07-11 13:00:00	153.0	78.3	212.0		145.1	146.5
2018-07-11 14:00:00	146.0	101.0	210.0		155.5	155.0
2018-07-11 15:00:00	157.0	96.9	211.8		154.3	150.5
2018-07-11 16:00:00	146.0	84.5	210.9		147.7	147.0
2018-07-11 17:00:00	129.0	53.1	210.5		131.8	129.5
2018-07-11 18:00:00	85.0	55.8	182.1		119.0	119.0
2018-07-11 19:00:00	89.0	60.7	153.0		106.9	102.5
2018-07-11 20:00:00	89.0	56.3	147.9		102.1	96.8
2018-07-11 21:00:00	81.0	36.5	145.5		91.0	89.5
2018-07-11 22:00:00	55.0	27.9	130.9		79.4	82.8
2018-07-11 23:00:00	58.0	25.6	111.4		68.5	68.0
2018-07-12 00:00:00	55.0	27.2	103.0		65.1	60.0
2018-07-12 01:00:00	55.0	29.9	98.6		64.2	61.0
2018-07-12 02:00:00	50.0	34.0	93.9		64.0	61.5
2018-07-12 03:00:00	50.0	33.6	92.0		62.8	61.5
2018-07-12 04:00:00	49.0	33.0	93.0		63.0	61.5
2018-07-12 05:00:00	51.0	31.4	97.8		64.6	63.0
2018-07-12 06:00:00	55.0	30.6	106.9		68.8	65.5
2018-07-12 07:00:00	71.0	18.6	143.1		80.9	82.0
2018-07-12 08:00:00	98.0	17.6	184.6		101.1	100.5
2018-07-12 09:00:00	110.0	43.4	211.4		127.4	123.0
2018-07-12 10:00:00	122.0	77.6	212.8		145.2	142.0
2018-07-12 11:00:00	124.0	83.3	210.2		146.8	144.5
2018-07-12 12:00:00	103.0	91.3	209.6		150.5	151.5
2018-07-12 13:00:00	130.0	89.0	213.5		151.3	151.0
2018-07-12 14:00:00	147.0	111.2	207.6		159.4	157.0
2018-07-12 15:00:00	132.0	110.0	204.8		157.4	157.0
2018-07-12 16:00:00	129.0	93.1	207.9		150.5	151.0
2018-07-12 17:00:00	124.0	49.7	215.2		132.5	132.5
2018-07-12 18:00:00	92.0	45.4	188.7		117.0	117.4
2018-07-12 19:00:00	90.0	53.9	153.8		103.8	99.5
2018-07-12 20:00:00	90.0	51.5	147.8		99.6	96.5
2018-07-12 21:00:00	83.0	31.1	147.0		89.0	89.0
2018-07-12 22:00:00	57.0	21.5	134.9		78.2	82.0
2018-07-12 23:00:00	58.0	19.4	115.4		67.4	61.0
2018-07-13 00:00:00	53.0	19.7	109.2		64.4	58.0
2018-07-13 01:00:00	63.0	22.0	105.1		63.5	58.0
2018-07-13 02:00:00	63.0	25.5	102.5		64.0	61.0
2018-07-13 03:00:00	62.0	24.7	102.1		63.4	60.5
2018-07-13 04:00:00	60.0	24.0	102.4		63.2	60.5
2018-07-13 05:00:00	59.0	24.2	103.9		64.1	62.0
2018-07-13 06:00:00	54.0	26.6	108.8		67.7	65.5
2018-07-13 07:00:00	66.0	17.5	134.8		76.2	75.0
2018-07-13 08:00:00	104.0	8.7	169.9		89.3	85.5
2018-07-13 09:00:00	122.0	5.7	209.0		107.3	107.0
2018-07-13 10:00:00	153.0	12.8	225.5		119.2	122.0
2018-07-13 11:00:00	153.0	16.1	227.5		121.8	126.5
2018-07-13 12:00:00	128.0	14.1	235.2		124.7	129.0
2018-07-13 13:00:00	154.0	20.4	232.9		126.6	129.0
2018-07-13 14:00:00	146.0	30.8	236.2		133.5	146.5
2018-07-13 15:00:00	154.0	42.3	222.8		132.6	139.5
2018-07-13 16:00:00	144.0	36.8	217.0		126.9	130.5
2018-07-13 17:00:00	132.0	21.2	206.3		113.7	113.0
2018-07-13 18:00:00	82.0	23.8	183.1		103.4	102.9
2018-07-13 19:00:00	83.0	32.2	155.3		93.7	96.7
2018-07-13 20:00:00	86.0	33.8	147.4		90.6	90.0
2018-07-13 21:00:00	85.0	26.4	139.3		82.8	86.0
2018-07-13 22:00:00	58.0	20.3	130.9		75.6	77.0
2018-07-13 23:00:00	53.0	14.7	118.6		66.7	59.5
2018-07-14 00:00:00	47.0	14.4	113.5		64.0	57.0
2018-07-14 01:00:00	53.0	18.0	108.2		63.1	58.0
2018-07-14 02:00:00	54.0	24.0	104.5		64.2	61.0
2018-07-14 03:00:00	55.0	23.6	103.3		63.4	60.0
2018-07-14 04:00:00	53.0	23.4	103.0		63.2	59.0
2018-07-14 05:00:00	52.0	24.0	102.9		63.5	58.5
2018-07-14 06:00:00	52.0	26.5	104.2		65.4	61.5
2018-07-14 07:00:00	60.0	15.7	123.4		69.5	64.1
2018-07-14 08:00:00	61.0	-1.2	157.2		78.0	75.0
2018-07-14 09:00:00	74.0	-20.5	199.1		89.3	78.0
2018-07-14 10:00:00	74.0	-26.3	223.5		98.6	86.0
2018-07-14 11:00:00	82.0	-23.1	225.9		101.4	91.5
2018-07-14 12:00:00	71.0	-17.6	227.9		105.2	100.5
2018-07-14 13:00:00	73.0	-3.2	221.0		108.9	103.5
2018-07-14 14:00:00	84.0	7.9	220.8		114.3	105.5
2018-07-14 15:00:00	93.0	24.5	205.0		114.8	108.6
2018-07-14 16:00:00	87.0	25.9	197.4		111.7	108.6
2018-07-14 17:00:00	88.0	20.6	184.4		102.5	97.6
2018-07-14 18:00:00	66.0	28.6	163.2		95.9	97.6
2018-07-14 19:00:00	64.0	34.2	142.9		88.6	88.4
2018-07-14 20:00:00	57.0	35.2	138.3		86.7	85.5
2018-07-14 21:00:00	63.0	27.4	130.7		79.1	76.5
2018-07-14 22:00:00	60.0	18.5	126.6		72.5	65.1
2018-07-14 23:00:00	59.0	12.5	116.4		64.5	60.0
2018-07-15 00:00:00	43.0	12.0	113.5		62.7	54.5
2018-07-15 01:00:00	56.0	13.5	109.9		61.7	53.5
2018-07-15 02:00:00	60.0	19.3	106.3		62.8	56.5
2018-07-15 03:00:00	59.0	20.0	104.1		62.0	56.5
2018-07-15 04:00:00	57.0	19.5	103.9		61.7	56.0
2018-07-15 05:00:00	56.0	19.3	104.0		61.7	56.0
2018-07-15 06:00:00	58.0	20.9	105.8		63.3	57.0
2018-07-15 07:00:00	59.0	13.7	123.1		68.4	60.5
2018-07-15 08:00:00	59.0	-5.9	162.9		78.5	75.0
2018-07-15 09:00:00	59.0	-23.1	205.6		91.2	78.0
2018-07-15 10:00:00	65.0	-30.4	233.1		101.3	86.0
2018-07-15 11:00:00	67.0	-27.5	237.8		105.2	91.5
2018-07-15 12:00:00	59.0	-22.5	240.7		109.1	100.5
2018-07-15 13:00:00	70.0	-11.4	237.0		112.8	103.5
2018-07-15 14:00:00	89.0	-1.9	236.1		117.1	105.5
2018-07-15 15:00:00	91.0	12.4	224.9		118.6	108.6
2018-07-15 16:00:00	88.0	14.6	216.9		115.8	108.6
2018-07-15 17:00:00	87.0	12.1	203.0		107.6	103.4
2018-07-15 18:00:00	75.0	23.1	178.0		100.6	102.5
2018-07-15 19:00:00	81.0	29.9	154.9		92.4	100.0
2018-07-15 20:00:00	73.0	31.2	148.8		90.0	98.5
2018-07-15 21:00:00	79.0	26.9	136.3		81.6	79.5
2018-07-15 22:00:00	62.0	24.4	127.9		76.2	73.5
2018-07-15 23:00:00	64.0	20.4	115.5		68.0	67.0
2018-07-16 00:00:00	51.0	20.2	111.8		66.0	64.5
2018-07-16 01:00:00	67.0	21.3	105.1		63.2	61.0
2018-07-16 02:00:00	62.0	26.2	100.2		63.2	60.0
2018-07-16 03:00:00	57.0	26.7	97.6		62.2	59.5
2018-07-16 04:00:00	56.0	26.5	97.3		61.9	57.0
2018-07-16 05:00:00	57.0	26.6	98.3		62.4	58.0
2018-07-16 06:00:00	53.0	28.1	101.3		64.7	58.0
2018-07-16 07:00:00	63.0	15.2	130.2		72.7	74.0
2018-07-16 08:00:00	99.0	-7.0	181.8		87.4	80.6
2018-07-16 09:00:00	142.0	-12.9	222.3		104.7	103.9
2018-07-16 10:00:00	164.0	-10.0	244.0		117.0	128.5
2018-07-16 11:00:00	167.0	-6.0	242.8		118.4	128.5
2018-07-16 12:00:00	150.0	-1.1	248.6		123.7	132.5
2018-07-16 13:00:00	173.0	12.6	242.2		127.4	141.0
2018-07-16 14:00:00	185.0	27.3	240.2		133.7	147.0
2018-07-16 15:00:00	175.0	36.0	230.9		133.4	144.5
2018-07-16 16:00:00	179.0	40.2	218.2		129.2	135.0
2018-07-16 17:00:00	160.0	35.0	203.8		119.4	113.0
2018-07-16 18:00:00	112.0	46.9	176.3		111.6	111.5
2018-07-16 19:00:00	111.0	58.2	144.9		101.6	103.0
2018-07-16 20:00:00	97.0	52.4	143.6		98.0	100.3
2018-07-16 21:00:00	102.0	37.2	136.3		86.8	87.5
2018-07-16 22:00:00	72.0	33.7	125.7		79.7	80.0
2018-07-16 23:00:00	72.0	33.1	108.6		70.8	69.5
2018-07-17 00:00:00	60.0	31.5	105.5		68.5	67.0
2018-07-17 01:00:00	64.0	29.1	101.2		65.1	62.5
2018-07-17 02:00:00	62.0	29.0	98.5		63.8	61.0
2018-07-17 03:00:00	53.0	29.1	96.6		62.8	57.5
2018-07-17 04:00:00	64.0	27.9	95.7		61.8	57.0
2018-07-17 05:00:00	58.0	27.5	98.4		62.9	58.0
2018-07-17 06:00:00	58.0	23.8	109.2		66.5	58.5
2018-07-17 07:00:00	73.0	14.9	144.0		79.5	81.1
2018-07-17 08:00:00	104.0	11.2	195.6		103.4	103.4
2018-07-17 09:00:00	128.0	46.6	214.3		130.4	128.6
2018-07-17 10:00:00	143.0	88.7	207.5		148.1	146.7
2018-07-17 11:00:00	136.0	82.3	213.8		148.0	146.7
2018-07-17 12:00:00	114.0	86.3	218.7		152.5	149.0
2018-07-17 13:00:00	148.0	83.4	226.3		154.9	156.0
2018-07-17 14:00:00	160.0	106.3	217.3		161.8	159.5
2018-07-17 15:00:00	153.0	104.8	212.7		158.8	158.0
2018-07-17 16:00:00	148.0	97.0	205.2		151.1	154.0
2018-07-17 17:00:00	136.0	65.1	206.0		135.5	130.0
2018-07-17 18:00:00	103.0	69.1	175.2		122.2	117.4
2018-07-17 19:00:00	97.0	89.1	130.7		109.9	111.3
2018-07-17 20:00:00	98.0	75.1	134.5		104.8	107.0
2018-07-17 21:00:00	92.0	47.6	137.7		92.7	97.5
2018-07-17 22:00:00	70.0	43.0	124.6		83.8	85.0
2018-07-17 23:00:00	73.0	38.7	109.8		74.2	71.0
2018-07-18 00:00:00	63.0	33.0	110.0		71.5	68.0
2018-07-18 01:00:00	62.0	29.4	104.8		67.1	63.5
2018-07-18 02:00:00	57.0	27.6	101.9		64.8	61.0
2018-07-18 03:00:00	58.0	27.2	99.4		63.3	58.0
2018-07-18 04:00:00	57.0	26.8	98.0		62.4	57.0
2018-07-18 05:00:00	56.0	27.4	99.6		63.5	58.0
2018-07-18 06:00:00	59.0	23.7	111.3		67.5	59.0
2018-07-18 07:00:00	70.0	15.6	146.8		81.2	80.5
2018-07-18 08:00:00	111.0	17.2	190.2		103.7	103.9
2018-07-18 09:00:00	151.0	54.6	200.5		127.6	128.0
2018-07-18 10:00:00	167.0	95.9	188.0		141.9	139.5
2018-07-18 11:00:00	171.0	84.7	194.8		139.8	137.0
2018-07-18 12:00:00	132.0	79.0	208.2		143.6	139.0
