dateTime	initialValue	lowerLim	upperLim	check	meanSubst	medianSubst
2018-08-30 15:00:00	0.0	71.5	175.3	abnormal	123.4	129.0
2018-08-30 16:00:00	0.0	62.5	172.6	abnormal	117.5	123.0
2018-08-30 17:00:00	0.0	37.1	175.5	abnormal	106.3	103.0
2018-08-30 18:00:00	0.0	35.3	152.3	abnormal	93.8	96.0
2018-08-30 19:00:00	0.0	42.8	127.3	abnormal	85.1	88.0
2018-08-30 20:00:00	0.0	42.3	120.3	abnormal	81.3	86.0
2018-08-30 21:00:00	0.0	33.7	118.2	abnormal	75.9	81.0
2018-08-30 22:00:00	0.0	24.3	113.6	abnormal	69.0	73.0
2018-08-30 23:00:00	0.0	18.4	108.0	abnormal	63.2	66.0
2018-08-31 00:00:00	0.0	15.0	103.9	abnormal	59.5	57.0
2018-08-31 01:00:00	0.0	13.2	103.1	abnormal	58.1	53.0
2018-08-31 02:00:00	0.0	14.2	100.0	abnormal	57.1	53.0
2018-08-31 03:00:00	0.0	14.7	98.5	abnormal	56.6	53.0
2018-08-31 04:00:00	0.0	15.6	96.9	abnormal	56.2	53.0
2018-08-31 05:00:00	0.0	16.4	96.5	abnormal	56.4	53.0
2018-08-31 06:00:00	0.0	19.5	96.4	abnormal	58.0	54.0
2018-08-31 07:00:00	0.0	12.6	118.1	abnormal	65.3	69.0
2018-08-31 08:00:00	0.0	0.7	159.1	abnormal	79.9	75.0
2018-08-31 09:00:00	0.0	12.3	179.1	abnormal	95.7	95.0
2018-08-31 10:00:00	0.0	12.7	193.8	abnormal	103.3	121.0
2018-08-31 11:00:00	0.0	14.6	196.5	abnormal	105.5	120.5
2018-08-31 12:00:00	0.0	14.7	203.7	abnormal	109.2	122.0
2018-08-31 13:00:00	0.0	34.0	199.7	abnormal	116.8	128.4
2018-08-31 14:00:00	0.0	44.5	195.7	abnormal	120.1	134.8
2018-08-31 15:00:00	0.0	47.8	192.0	abnormal	119.9	131.8
2018-08-31 16:00:00	0.0	44.8	184.2	abnormal	114.5	119.8
2018-08-31 17:00:00	0.0	33.7	177.0	abnormal	105.3	101.5
2018-08-31 18:00:00	0.0	38.1	150.8	abnormal	94.4	95.0
2018-08-31 19:00:00	0.0	46.6	124.2	abnormal	85.4	86.0
2018-08-31 20:00:00	0.0	42.2	117.7	abnormal	79.9	81.5
2018-08-31 21:00:00	0.0	36.3	110.7	abnormal	73.5	76.5
2018-08-31 22:00:00	0.0	26.3	108.7	abnormal	67.5	73.0
2018-08-31 23:00:00	0.0	20.4	105.2	abnormal	62.8	69.0
