	날짜	시간	요일	1	25	68
2018-05-18 8:00	1234.0	8.0	5.0	19.5	79.5	31.0
2018-05-18 9:00	1234.0	9.0	5.0	25.4	88.5	35.6
2018-05-18 10:00	1234.0	10.0	5.0	29.1	94.5	28.4
2018-05-18 11:00	1234.0	11.0	5.0	30.6	98.9	32.5
2018-05-18 12:00	1234.0	12.0	5.0	30.7	95.3	30.0
2018-05-18 13:00	1234.0	13.0	5.0	32.3	104.1	28.0
2018-05-18 14:00	1234.0	14.0	5.0	34.2	104.8	21.5
2018-05-18 15:00	1234.0	15.0	5.0	27.2	93.4	24.7
2018-05-18 16:00	1234.0	16.0	5.0	24.0	117.0	31.5
2018-05-18 17:00	1234.0	17.0	5.0	19.5	114.0	32.0
2018-05-18 18:00	1234.0	18.0	5.0	19.5	104.5	32.5
2018-05-18 19:00	1234.0	19.0	5.0	15.0	97.0	28.0
2018-05-18 20:00	1234.0	20.0	5.0	15.0	97.5	27.0
2018-05-18 21:00	1234.0	21.0	5.0	13.5	95.0	25.0
2018-05-18 22:00	1234.0	22.0	5.0	11.5	94.5	23.5
2018-05-18 23:00	1234.0	23.0	5.0	11.0	92.0	22.0
2018-05-19 0:00	1235.0	0.0	6.0	9.5	85.5	22.5
2018-05-19 1:00	1235.0	1.0	6.0	9.5	84.5	20.0
2018-05-19 2:00	1235.0	2.0	6.0	9.5	79.0	21.5
2018-05-19 3:00	1235.0	3.0	6.0	9.0	80.0	20.5
2018-05-19 4:00	1235.0	4.0	6.0	9.5	81.5	15.0
2018-05-19 5:00	1235.0	5.0	6.0	9.0	82.0	18.6
2018-05-19 6:00	1235.0	6.0	6.0	10.6	82.5	14.4
2018-05-19 7:00	1235.0	7.0	6.0	12.0	81.5	21.6
2018-05-19 8:00	1235.0	8.0	6.0	13.6	81.5	17.4
2018-05-19 9:00	1235.0	9.0	6.0	15.5	83.0	19.0
2018-05-19 10:00	1235.0	10.0	6.0	17.0	84.5	14.0
2018-05-19 11:00	1235.0	11.0	6.0	16.5	87.5	12.0
2018-05-19 12:00	1235.0	12.0	6.0	17.0	90.0	12.5
2018-05-19 13:00	1235.0	13.0	6.0	17.5	93.5	13.5
2018-05-19 14:00	1235.0	14.0	6.0	16.0	95.5	13.5
2018-05-19 15:00	1235.0	15.0	6.0	18.5	98.5	13.0
2018-05-19 16:00	1235.0	16.0	6.0	18.0	91.8	12.5
2018-05-19 17:00	1235.0	17.0	6.0	15.0	91.4	12.5
2018-05-19 18:00	1235.0	18.0	6.0	15.5	89.3	13.5
2018-05-19 19:00	1235.0	19.0	6.0	10.5	86.4	28.5
2018-05-19 20:00	1235.0	20.0	6.0	10.5	92.0	28.0
2018-05-19 21:00	1235.0	21.0	6.0	10.0	90.5	36.0
2018-05-19 22:00	1235.0	22.0	6.0	9.5	92.0	31.0
2018-05-19 23:00	1235.0	23.0	6.0	10.3	91.0	25.0
2018-05-20 0:00	1236.0	0.0	7.0	10.0	90.5	21.5
2018-05-20 1:00	1236.0	1.0	7.0	9.8	88.5	22.0
2018-05-20 2:00	1236.0	2.0	7.0	10.0	88.5	20.5
2018-05-20 3:00	1236.0	3.0	7.0	9.0	88.0	21.0
2018-05-20 4:00	1236.0	4.0	7.0	9.0	87.5	14.5
2018-05-20 5:00	1236.0	5.0	7.0	9.5	88.5	16.0
2018-05-20 6:00	1236.0	6.0	7.0	9.5	87.0	10.5
2018-05-20 7:00	1236.0	7.0	7.0	11.5	87.0	11.5
2018-05-20 8:00	1236.0	8.0	7.0	12.5	87.0	11.5
2018-05-20 9:00	1236.0	9.0	7.0	13.5	86.0	11.5
2018-05-20 10:00	1236.0	10.0	7.0	15.0	87.5	11.0
2018-05-20 11:00	1236.0	11.0	7.0	15.0	87.0	12.5
2018-05-20 12:00	1236.0	12.0	7.0	15.5	89.0	19.5
2018-05-20 13:00	1236.0	13.0	7.0	16.0	92.0	21.0
2018-05-20 14:00	1236.0	14.0	7.0	16.5	92.0	21.0
2018-05-20 15:00	1236.0	15.0	7.0	16.5	95.0	20.5
2018-05-20 16:00	1236.0	16.0	7.0	16.5	93.0	13.5
2018-05-20 17:00	1236.0	17.0	7.0	14.0	91.5	12.0
2018-05-20 18:00	1236.0	18.0	7.0	14.0	90.5	15.5
2018-05-20 19:00	1236.0	19.0	7.0	11.0	89.5	18.0
2018-05-20 20:00	1236.0	20.0	7.0	12.0	91.5	23.5
2018-05-20 21:00	1236.0	21.0	7.0	10.5	91.5	24.5
2018-05-20 22:00	1236.0	22.0	7.0	11.5	93.0	26.0
2018-05-20 23:00	1236.0	23.0	7.0	9.5	93.0	24.5
2018-05-21 0:00	1237.0	0.0	1.0	10.5	92.5	30.5
2018-05-21 1:00	1237.0	1.0	1.0	9.0	91.0	32.0
2018-05-21 2:00	1237.0	2.0	1.0	9.5	91.0	35.0
2018-05-21 3:00	1237.0	3.0	1.0	9.5	83.4	29.5
2018-05-21 4:00	1237.0	4.0	1.0	10.5	83.7	21.0
2018-05-21 5:00	1237.0	5.0	1.0	15.5	82.4	16.5
2018-05-21 6:00	1237.0	6.0	1.0	13.5	83.2	15.6
2018-05-21 7:00	1237.0	7.0	1.0	21.0	93.0	15.4
2018-05-21 8:00	1237.0	8.0	1.0	23.0	100.0	18.6
2018-05-21 9:00	1237.0	9.0	1.0	28.5	113.5	16.9
2018-05-21 10:00	1237.0	10.0	1.0	34.0	120.7	16.0
2018-05-21 11:00	1237.0	11.0	1.0	34.0	134.0	16.5
2018-05-21 12:00	1237.0	12.0	1.0	36.5	146.7	16.5
2018-05-21 13:00	1237.0	13.0	1.0	35.0	154.0	18.0
2018-05-21 14:00	1237.0	14.0	1.0	35.5	174.5	25.5
2018-05-21 15:00	1237.0	15.0	1.0	35.5	173.5	28.5
2018-05-21 16:00	1237.0	16.0	1.0	32.0	176.5	35.5
2018-05-21 17:00	1237.0	17.0	1.0	27.5	155.5	35.5
2018-05-21 18:00	1237.0	18.0	1.0	23.9	148.0	34.0
2018-05-21 19:00	1237.0	19.0	1.0	23.7	103.9	26.6
2018-05-21 20:00	1237.0	20.0	1.0	22.4	101.0	32.4
2018-05-21 21:00	1237.0	21.0	1.0	13.3	88.65	19.2
2018-05-21 22:00	1237.0	22.0	1.0	13.0	76.3	14.3
2018-05-21 23:00	1237.0	23.0	1.0	12.2	93.5	22.0
2018-05-22 0:00	1238.0	0.0	9.0	11.4	87.5	20.5
2018-05-22 1:00	1238.0	1.0	9.0	11.2	87.5	20.5
2018-05-22 2:00	1238.0	2.0	9.0	10.5	86.0	20.5
2018-05-22 3:00	1238.0	3.0	9.0	10.5	87.0	20.5
2018-05-22 4:00	1238.0	4.0	9.0	10.3	83.5	14.5
2018-05-22 5:00	1238.0	5.0	9.0	12.5	83.5	17.0
2018-05-22 6:00	1238.0	6.0	9.0	12.8	82.5	12.0
2018-05-22 7:00	1238.0	7.0	9.0	17.5	92.0	14.5
2018-05-22 8:00	1238.0	8.0	9.0	21.5	106.0	15.5
2018-05-22 9:00	1238.0	9.0	9.0	28.5	129.0	21.0
2018-05-22 10:00	1238.0	10.0	9.0	31.0	139.5	26.0
2018-05-22 11:00	1238.0	11.0	9.0	34.5	144.5	31.5
2018-05-22 12:00	1238.0	12.0	9.0	35.5	132.5	33.5
2018-05-22 13:00	1238.0	13.0	9.0	35.0	152.5	25.5
2018-05-22 14:00	1238.0	14.0	9.0	38.0	166.5	24.5
2018-05-22 15:00	1238.0	15.0	9.0	37.0	172.0	25.0
2018-05-22 16:00	1238.0	16.0	9.0	34.5	147.2	26.5
2018-05-22 17:00	1238.0	17.0	9.0	29.5	145.5	33.5
2018-05-22 18:00	1238.0	18.0	9.0	26.0	134.5	25.5
2018-05-22 19:00	1238.0	19.0	9.0	20.7	110.0	31.6
2018-05-22 20:00	1238.0	20.0	9.0	19.5	114.0	20.5
2018-05-22 21:00	1238.0	21.0	9.0	16.5	105.0	21.5
2018-05-22 22:00	1238.0	22.0	9.0	14.0	99.5	24.0
2018-05-22 23:00	1238.0	23.0	9.0	12.6	93.5	20.0
2018-05-23 0:00	1239.0	0.0	3.0	11.0	89.0	22.0
2018-05-23 1:00	1239.0	1.0	3.0	11.1	87.5	20.5
2018-05-23 2:00	1239.0	2.0	3.0	10.5	86.0	20.5
2018-05-23 3:00	1239.0	3.0	3.0	10.5	87.0	20.5
2018-05-23 4:00	1239.0	4.0	3.0	10.4	83.5	14.5
2018-05-23 5:00	1239.0	5.0	3.0	13.3	83.5	17.0
2018-05-23 6:00	1239.0	6.0	3.0	12.9	82.5	12.0
2018-05-23 7:00	1239.0	7.0	3.0	18.3	92.0	14.5
2018-05-23 8:00	1239.0	8.0	3.0	21.5	106.0	15.5
2018-05-23 9:00	1239.0	9.0	3.0	28.5	105.0	21.0
2018-05-23 10:00	1239.0	10.0	3.0	31.0	127.5	26.0
2018-05-23 11:00	1239.0	11.0	3.0	39.8	85.0	27.6
2018-05-23 12:00	1239.0	12.0	3.0	41.2	128.1	29.4
2018-05-23 13:00	1239.0	13.0	3.0	37.0	131.0	26.0
2018-05-23 14:00	1239.0	14.0	3.0	39.0	126.0	25.0
2018-05-23 15:00	1239.0	15.0	3.0	37.0	130.0	38.0
2018-05-23 16:00	1239.0	16.0	3.0	33.0	130.0	40.0
2018-05-23 17:00	1239.0	17.0	3.0	32.0	127.0	39.0
2018-05-23 18:00	1239.0	18.0	3.0	22.0	113.0	35.0
2018-05-23 19:00	1239.0	19.0	3.0	18.0	101.0	35.0
2018-05-23 20:00	1239.0	20.0	3.0	17.0	95.0	29.0
2018-05-23 21:00	1239.0	21.0	3.0	18.0	88.0	25.0
2018-05-23 22:00	1239.0	22.0	3.0	16.0	81.0	25.0
2018-05-23 23:00	1239.0	23.0	3.0	13.0	72.0	24.0
2018-05-24 0:00	1240.0	0.0	4.0	13.0	65.0	23.0
2018-05-24 1:00	1240.0	1.0	4.0	12.0	65.0	24.0
2018-05-24 2:00	1240.0	2.0	4.0	12.0	64.0	25.0
2018-05-24 3:00	1240.0	3.0	4.0	13.0	65.0	26.0
2018-05-24 4:00	1240.0	4.0	4.0	14.0	65.0	24.0
2018-05-24 5:00	1240.0	5.0	4.0	13.0	64.0	16.0
2018-05-24 6:00	1240.0	6.0	4.0	14.0	65.0	15.0
2018-05-24 7:00	1240.0	7.0	4.0	18.0	68.0	27.0
2018-05-24 8:00	1240.0	8.0	4.0	21.0	77.0	15.0
2018-05-24 9:00	1240.0	9.0	4.0	27.0	104.0	42.0
2018-05-24 10:00	1240.0	10.0	4.0	33.0	109.0	42.0
2018-05-24 11:00	1240.0	11.0	4.0	35.0	117.0	32.0
2018-05-24 12:00	1240.0	12.0	4.0	33.0	111.0	26.0
2018-05-24 13:00	1240.0	13.0	4.0	38.0	115.0	24.0
2018-05-24 14:00	1240.0	14.0	4.0	30.0	128.0	17.0
2018-05-24 15:00	1240.0	15.0	4.0	35.0	123.0	34.0
2018-05-24 16:00	1240.0	16.0	4.0	33.0	123.0	40.0
2018-05-24 17:00	1240.0	17.0	4.0	31.0	108.0	28.0
2018-05-24 18:00	1240.0	18.0	4.0	21.0	92.0	33.0
2018-05-24 19:00	1240.0	19.0	4.0	19.0	84.0	35.0
2018-05-24 20:00	1240.0	20.0	4.0	18.0	75.0	41.0
2018-05-24 21:00	1240.0	21.0	4.0	16.0	70.0	27.0
2018-05-24 22:00	1240.0	22.0	4.0	15.0	69.0	27.0
2018-05-24 23:00	1240.0	23.0	4.0	14.0	70.0	25.0
2018-05-25 0:00	1241.0	0.0	5.0	13.0	67.0	25.0
2018-05-25 1:00	1241.0	1.0	5.0	12.0	66.0	24.0
2018-05-25 2:00	1241.0	2.0	5.0	12.0	67.0	24.0
2018-05-25 3:00	1241.0	3.0	5.0	12.0	63.0	24.0
2018-05-25 4:00	1241.0	4.0	5.0	13.0	67.0	24.0
2018-05-25 5:00	1241.0	5.0	5.0	13.0	65.0	16.0
2018-05-25 6:00	1241.0	6.0	5.0	14.0	67.0	16.0
2018-05-25 7:00	1241.0	7.0	5.0	15.0	67.0	23.0
2018-05-25 8:00	1241.0	8.0	5.0	16.0	68.0	24.0
2018-05-25 9:00	1241.0	9.0	5.0	21.0	83.0	23.0
2018-05-25 10:00	1241.0	10.0	5.0	24.0	86.0	21.0
2018-05-25 11:00	1241.0	11.0	5.0	25.0	90.0	36.0
2018-05-25 12:00	1241.0	12.0	5.0	29.0	84.0	38.0
2018-05-25 13:00	1241.0	13.0	5.0	30.0	96.0	32.0
2018-05-25 14:00	1241.0	14.0	5.0	33.0	101.0	20.0
2018-05-25 15:00	1241.0	15.0	5.0	22.0	70.0	24.0
2018-05-25 16:00	1241.0	16.0	5.0	27.9	111.5	33.4
2018-05-25 17:00	1241.0	17.0	5.0	26.3	99.8	33.6
2018-05-25 18:00	1241.0	18.0	5.0	21.1	93.8	37.2
2018-05-25 19:00	1241.0	19.0	5.0	9.4	85.5	20.0
2018-05-25 20:00	1241.0	20.0	5.0	15.0	122.9	28.5
2018-05-25 21:00	1241.0	21.0	5.0	15.2	83.0	28.1
2018-05-25 22:00	1241.0	22.0	5.0	16.4	75.7	25.3
2018-05-25 23:00	1241.0	23.0	5.0	14.7	68.8	24.1
2018-05-26 0:00	1242.0	0.0	6.0	13.9	66.3	24.3
2018-05-26 1:00	1242.0	1.0	6.0	14.2	66.1	25.4
2018-05-26 2:00	1242.0	2.0	6.0	13.5	64.1	22.5
2018-05-26 3:00	1242.0	3.0	6.0	12.8	64.0	23.9
2018-05-26 4:00	1242.0	4.0	6.0	13.7	62.2	23.4
2018-05-26 5:00	1242.0	5.0	6.0	12.8	61.5	16.2
2018-05-26 6:00	1242.0	6.0	6.0	11.5	55.1	11.9
2018-05-26 7:00	1242.0	7.0	6.0	13.0	81.5	10.5
2018-05-26 8:00	1242.0	8.0	6.0	14.5	84.5	12.5
2018-05-26 9:00	1242.0	9.0	6.0	15.6	83.0	11.0
2018-05-26 10:00	1242.0	10.0	6.0	17.4	86.0	12.5
2018-05-26 11:00	1242.0	11.0	6.0	17.1	84.5	11.5
2018-05-26 12:00	1242.0	12.0	6.0	17.9	85.0	11.5
2018-05-26 13:00	1242.0	13.0	6.0	18.5	88.0	12.0
2018-05-26 14:00	1242.0	14.0	6.0	19.5	86.0	11.5
2018-05-26 15:00	1242.0	15.0	6.0	19.0	91.0	12.0
2018-05-26 16:00	1242.0	16.0	6.0	19.0	87.0	12.0
2018-05-26 17:00	1242.0	17.0	6.0	16.0	88.0	12.5
2018-05-26 18:00	1242.0	18.0	6.0	15.0	86.0	13.5
2018-05-26 19:00	1242.0	19.0	6.0	12.5	87.0	27.0
2018-05-26 20:00	1242.0	20.0	6.0	11.5	86.0	28.5
2018-05-26 21:00	1242.0	21.0	6.0	12.5	87.0	37.5
2018-05-26 22:00	1242.0	22.0	6.0	10.5	85.5	32.0
2018-05-26 23:00	1242.0	23.0	6.0	11.5	84.5	27.0
2018-05-27 0:00	1243.0	0.0	7.0	10.0	83.0	22.0
2018-05-27 1:00	1243.0	1.0	7.0	10.0	83.5	20.5
2018-05-27 2:00	1243.0	2.0	7.0	10.0	83.5	21.5
2018-05-27 3:00	1243.0	3.0	7.0	10.0	83.0	20.0
2018-05-27 4:00	1243.0	4.0	7.0	10.0	83.0	15.0
2018-05-27 5:00	1243.0	5.0	7.0	10.0	83.0	15.5
2018-05-27 6:00	1243.0	6.0	7.0	10.0	78.5	10.5
2018-05-27 7:00	1243.0	7.0	7.0	12.5	80.5	12.5
2018-05-27 8:00	1243.0	8.0	7.0	13.0	77.0	12.5
2018-05-27 9:00	1243.0	9.0	7.0	15.5	79.7	14.5
2018-05-27 10:00	1243.0	10.0	7.0	16.0	80.4	21.5
2018-05-27 11:00	1243.0	11.0	7.0	16.5	82.7	21.5
2018-05-27 12:00	1243.0	12.0	7.0	16.0	89.4	20.5
2018-05-27 13:00	1243.0	13.0	7.0	17.5	94.0	19.5
2018-05-27 14:00	1243.0	14.0	7.0	17.0	103.0	11.5
2018-05-27 15:00	1243.0	15.0	7.0	18.0	105.0	12.0
2018-05-27 16:00	1243.0	16.0	7.0	18.0	109.5	11.5
2018-05-27 17:00	1243.0	17.0	7.0	15.0	99.0	11.5
2018-05-27 18:00	1243.0	18.0	7.0	15.5	101.0	12.0
2018-05-27 19:00	1243.0	19.0	7.0	12.5	91.5	20.2
2018-05-27 20:00	1243.0	20.0	7.0	13.0	90.5	19.6
2018-05-27 21:00	1243.0	21.0	7.0	12.5	88.5	25.2
2018-05-27 22:00	1243.0	22.0	7.0	12.0	85.5	24.1
2018-05-27 23:00	1243.0	23.0	7.0	11.5	85.0	20.5
2018-05-28 0:00	1244.0	0.0	1.0	11.0	83.5	21.0
2018-05-28 1:00	1244.0	1.0	1.0	11.0	85.0	20.0
2018-05-28 2:00	1244.0	2.0	1.0	10.5	85.0	27.5
2018-05-28 3:00	1244.0	3.0	1.0	10.5	85.0	27.5
2018-05-28 4:00	1244.0	4.0	1.0	10.5	85.5	24.0
2018-05-28 5:00	1244.0	5.0	1.0	13.5	81.5	24.0
2018-05-28 6:00	1244.0	6.0	1.0	13.0	88.0	14.5
2018-05-28 7:00	1244.0	7.0	1.0	18.0	96.0	14.8
2018-05-28 8:00	1244.0	8.0	1.0	23.0	116.5	17.8
2018-05-28 9:00	1244.0	9.0	1.0	28.5	140.0	16.8
2018-05-28 10:00	1244.0	10.0	1.0	31.5	140.4	18.3
2018-05-28 11:00	1244.0	11.0	1.0	35.5	151.4	18.0
2018-05-28 12:00	1244.0	12.0	1.0	42.6	113.0	27.6
2018-05-28 13:00	1244.0	13.0	1.0	42.0	121.8	23.3
2018-05-28 14:00	1244.0	14.0	1.0	45.1	121.0	28.7
2018-05-28 15:00	1244.0	15.0	1.0	40.1	103.9	30.8
2018-05-28 16:00	1244.0	16.0	1.0	36.0	185.0	34.0
2018-05-28 17:00	1244.0	17.0	1.0	32.3	170.0	35.5
2018-05-28 18:00	1244.0	18.0	1.0	25.1	163.0	33.5
2018-05-28 19:00	1244.0	19.0	1.0	18.0	108.0	16.0
2018-05-28 20:00	1244.0	20.0	1.0	17.0	99.0	24.0
2018-05-28 21:00	1244.0	21.0	1.0	16.0	96.0	12.0
2018-05-28 22:00	1244.0	22.0	1.0	15.8	58.9	13.3
2018-05-28 23:00	1244.0	23.0	1.0	13.5	107.0	16.5
2018-05-29 0:00	1245.0	0.0	2.0	13.0	96.5	15.5
2018-05-29 1:00	1245.0	1.0	2.0	12.5	95.5	9.5
2018-05-29 2:00	1245.0	2.0	2.0	12.0	89.5	10.0
2018-05-29 3:00	1245.0	3.0	2.0	12.0	89.0	9.5
2018-05-29 4:00	1245.0	4.0	2.0	11.5	86.0	9.5
2018-05-29 5:00	1245.0	5.0	2.0	14.0	87.0	11.0
2018-05-29 6:00	1245.0	6.0	2.0	12.5	88.5	12.0
2018-05-29 7:00	1245.0	7.0	2.0	18.5	99.5	14.5
2018-05-29 8:00	1245.0	8.0	2.0	21.5	113.5	17.0
2018-05-29 9:00	1245.0	9.0	2.0	27.0	134.5	18.0
2018-05-29 10:00	1245.0	10.0	2.0	32.0	148.0	25.0
2018-05-29 11:00	1245.0	11.0	2.0	33.0	164.0	28.5
2018-05-29 12:00	1245.0	12.0	2.0	35.0	137.9	34.0
2018-05-29 13:00	1245.0	13.0	2.0	39.0	180.0	34.5
2018-05-29 14:00	1245.0	14.0	2.0	40.0	185.5	33.5
2018-05-29 15:00	1245.0	15.0	2.0	44.0	184.5	34.0
2018-05-29 16:00	1245.0	16.0	2.0	38.0	170.0	26.0
2018-05-29 17:00	1245.0	17.0	2.0	34.0	155.5	28.0
2018-05-29 18:00	1245.0	18.0	2.0	25.5	142.5	18.5
2018-05-29 19:00	1245.0	19.0	2.0	15.0	79.0	25.0
2018-05-29 20:00	1245.0	20.0	2.0	18.5	118.5	23.0
2018-05-29 21:00	1245.0	21.0	2.0	17.0	111.5	31.5
2018-05-29 22:00	1245.0	22.0	2.0	14.5	103.0	35.0
2018-05-29 23:00	1245.0	23.0	2.0	12.5	95.5	29.5
2018-05-30 0:00	1246.0	0.0	3.0	11.5	91.0	31.0
2018-05-30 1:00	1246.0	1.0	3.0	10.0	88.0	20.0
2018-05-30 2:00	1246.0	2.0	3.0	10.5	84.5	22.0
2018-05-30 3:00	1246.0	3.0	3.0	10.0	87.0	21.0
2018-05-30 4:00	1246.0	4.0	3.0	10.0	84.0	17.0
2018-05-30 5:00	1246.0	5.0	3.0	12.0	85.5	16.0
2018-05-30 6:00	1246.0	6.0	3.0	13.0	88.5	14.0
2018-05-30 7:00	1246.0	7.0	3.0	17.0	95.0	14.0
2018-05-30 8:00	1246.0	8.0	3.0	23.5	112.5	16.5
2018-05-30 9:00	1246.0	9.0	3.0	27.0	108.8	16.0
2018-05-30 10:00	1246.0	10.0	3.0	32.5	127.0	17.5
2018-05-30 11:00	1246.0	11.0	3.0	32.0	139.0	20.0
2018-05-30 12:00	1246.0	12.0	3.0	33.0	137.0	21.0
2018-05-30 13:00	1246.0	13.0	3.0	35.0	147.0	20.0
2018-05-30 14:00	1246.0	14.0	3.0	45.5	152.0	34.2
2018-05-30 15:00	1246.0	15.0	3.0	40.2	127.0	37.5
2018-05-30 16:00	1246.0	16.0	3.0	35.7	115.95	43.1
2018-05-30 17:00	1246.0	17.0	3.0	32.3	104.9	37.8
2018-05-30 18:00	1246.0	18.0	3.0	22.4	106.0	31.8
2018-05-30 19:00	1246.0	19.0	3.0	19.2	99.3	29.8
2018-05-30 20:00	1246.0	20.0	3.0	17.1	93.7	32.6
2018-05-30 21:00	1246.0	21.0	3.0	17.1	90.4	29.2
2018-05-30 22:00	1246.0	22.0	3.0	16.9	77.5	29.0
2018-05-30 23:00	1246.0	23.0	3.0	13.8	70.8	25.8
2018-05-31 0:00	1247.0	0.0	4.0	13.5	65.9	23.7
2018-05-31 1:00	1247.0	1.0	4.0	12.8	64.5	23.6
2018-05-31 2:00	1247.0	2.0	4.0	13.2	63.3	24.7
2018-05-31 3:00	1247.0	3.0	4.0	13.4	64.4	25.6
2018-05-31 4:00	1247.0	4.0	4.0	14.0	64.6	23.8
2018-05-31 5:00	1247.0	5.0	4.0	14.1	63.9	16.5
2018-05-31 6:00	1247.0	6.0	4.0	14.5	63.5	16.2
2018-05-31 7:00	1247.0	7.0	4.0	18.4	67.1	26.9
2018-05-31 8:00	1247.0	8.0	4.0	22.2	78.9	41.0
2018-05-31 9:00	1247.0	9.0	4.0	27.5	101.5	39.9
2018-05-31 10:00	1247.0	10.0	4.0	32.5	106.5	39.6
2018-05-31 11:00	1247.0	11.0	4.0	32.8	112.2	31.4
2018-05-31 12:00	1247.0	12.0	4.0	33.5	110.1	26.8
2018-05-31 13:00	1247.0	13.0	4.0	37.0	115.5	27.5
2018-05-31 14:00	1247.0	14.0	4.0	34.0	126.5	24.4
2018-05-31 15:00	1247.0	15.0	4.0	34.0	116.1	32.3
2018-05-31 16:00	1247.0	16.0	4.0	34.2	170.5	39.9
2018-05-31 17:00	1247.0	17.0	4.0	31.7	116.3	35.1
2018-05-31 18:00	1247.0	18.0	4.0	20.8	89.2	34.5
2018-05-31 19:00	1247.0	19.0	4.0	19.1	87.6	31.3
2018-05-31 20:00	1247.0	20.0	4.0	18.5	82.3	37.7
2018-05-31 21:00	1247.0	21.0	4.0	17.5	73.8	28.7
2018-05-31 22:00	1247.0	22.0	4.0	15.6	70.7	27.4
2018-05-31 23:00	1247.0	23.0	4.0	14.2	69.1	25.6
2018-06-01 0:00	1248.0	0.0	5.0	11.6	56.2	21.5
2018-06-01 1:00	1248.0	1.0	5.0	13.2	64.4	24.7
2018-06-01 2:00	1248.0	2.0	5.0	13.1	65.2	24.6
2018-06-01 3:00	1248.0	3.0	5.0	12.7	63.2	24.4
2018-06-01 4:00	1248.0	4.0	5.0	13.4	65.0	24.6
2018-06-01 5:00	1248.0	5.0	5.0	13.8	64.1	17.5
2018-06-01 6:00	1248.0	6.0	5.0	14.9	65.2	18.2
2018-06-01 7:00	1248.0	7.0	5.0	15.5	64.3	23.8
2018-06-01 8:00	1248.0	8.0	5.0	17.8	173.0	26.6
2018-06-01 9:00	1248.0	9.0	5.0	22.7	87.2	31.2
2018-06-01 10:00	1248.0	10.0	5.0	26.7	96.4	28.4
2018-06-01 11:00	1248.0	11.0	5.0	27.5	102.4	32.7
2018-06-01 12:00	1248.0	12.0	5.0	29.4	96.3	30.5
2018-06-01 13:00	1248.0	13.0	5.0	30.8	105.8	32.4
2018-06-01 14:00	1248.0	14.0	5.0	33.1	112.2	25.4
2018-06-01 15:00	1248.0	15.0	5.0	28.1	97.8	36.0
2018-06-01 16:00	1248.0	16.0	5.0	29.7	119.9	37.8
2018-06-01 17:00	1248.0	17.0	5.0	26.5	106.8	34.8
2018-06-01 18:00	1248.0	18.0	5.0	20.6	92.8	36.9
2018-06-01 19:00	1248.0	19.0	5.0	10.6	56.5	24.4
2018-06-01 20:00	1248.0	20.0	5.0	16.0	110.2	30.6
2018-06-01 21:00	1248.0	21.0	5.0	15.1	79.6	27.3
2018-06-01 22:00	1248.0	22.0	5.0	14.8	69.1	25.3
2018-06-01 23:00	1248.0	23.0	5.0	13.9	63.9	24.2
2018-06-02 0:00	1249.0	0.0	6.0	13.1	61.9	23.8
2018-06-02 1:00	1249.0	1.0	6.0	13.2	62.4	25.4
2018-06-02 2:00	1249.0	2.0	6.0	12.6	60.8	23.0
2018-06-02 3:00	1249.0	3.0	6.0	12.3	60.2	24.2
2018-06-02 4:00	1249.0	4.0	6.0	12.9	59.1	23.8
2018-06-02 5:00	1249.0	5.0	6.0	12.3	58.3	15.1
2018-06-02 6:00	1249.0	6.0	6.0	10.1	48.6	11.0
2018-06-02 7:00	1249.0	7.0	6.0	14.5	57.0	16.0
2018-06-02 8:00	1249.0	8.0	6.0	16.0	60.5	22.5
2018-06-02 9:00	1249.0	9.0	6.0	17.0	67.0	24.5
2018-06-02 10:00	1249.0	10.0	6.0	18.5	73.0	21.0
2018-06-02 11:00	1249.0	11.0	6.0	18.0	80.5	21.5
2018-06-02 12:00	1249.0	12.0	6.0	21.0	76.5	27.0
2018-06-02 13:00	1249.0	13.0	6.0	20.0	79.0	25.0
2018-06-02 14:00	1249.0	14.0	6.0	23.0	45.5	9.5
2018-06-02 15:00	1249.0	15.0	6.0	20.0	107.5	13.0
2018-06-02 16:00	1249.0	16.0	6.0	19.5	108.0	13.5
2018-06-02 17:00	1249.0	17.0	6.0	17.0	98.2	14.0
2018-06-02 18:00	1249.0	18.0	6.0	17.0	99.6	13.5
2018-06-02 19:00	1249.0	19.0	6.0	13.0	91.2	18.0
2018-06-02 20:00	1249.0	20.0	6.0	14.0	91.1	17.5
2018-06-02 21:00	1249.0	21.0	6.0	13.0	89.5	22.0
2018-06-02 22:00	1249.0	22.0	6.0	11.0	89.5	21.5
2018-06-02 23:00	1249.0	23.0	6.0	12.0	86.0	21.5
2018-06-03 0:00	1250.0	0.0	7.0	9.0	86.5	21.5
2018-06-03 1:00	1250.0	1.0	7.0	10.0	85.0	21.5
2018-06-03 2:00	1250.0	2.0	7.0	9.0	83.5	29.5
2018-06-03 3:00	1250.0	3.0	7.0	10.6	86.0	29.0
2018-06-03 4:00	1250.0	4.0	7.0	10.1	82.5	24.0
2018-06-03 5:00	1250.0	5.0	7.0	10.6	85.0	24.0
2018-06-03 6:00	1250.0	6.0	7.0	10.6	81.5	11.0
2018-06-03 7:00	1250.0	7.0	7.0	12.0	85.0	12.0
2018-06-03 8:00	1250.0	8.0	7.0	13.0	83.5	12.5
2018-06-03 9:00	1250.0	9.0	7.0	15.0	87.5	12.0
2018-06-03 10:00	1250.0	10.0	7.0	16.5	91.0	12.0
2018-06-03 11:00	1250.0	11.0	7.0	16.5	93.5	12.5
